Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Characteristics[Nr]	Term Source REF	Term Accession Number	Factor Value[Species]	Term Source REF	Term Accession Number	Factor Value[Tissue]	Term Source REF	Term Accession Number	Factor Value[Harvest Date]	Term Source REF	Term Accession Number	Factor Value[Plot]	Term Source REF	Term Accession Number	Factor Value[Diversity]	Unit	Term Source REF	Term Accession Number	Factor Value[Local Diversity]	Unit	Term Source REF	Term Accession Number
Ccam_J27_0416	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E37_Ccam_J27_0416	_037			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0416	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L37_Ccam_J27_0416	_037			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0416	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R37_Ccam_J27_0416	_037			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_0516	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E38_Ssup_J27_0516	_038			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0516	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L38_Ccam_J27_0516	_038			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_0516	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R38_Ssup_J27_0516	_038			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1612	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E39_Ssup_J27_1612	_039			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1612	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L39_Cgla_J27_1612	_039			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1612	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R39_Ssup_J27_1612	_039			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1616	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E40_Ssup_J27_1616	_040			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1616	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L40_Dold_J27_1616	_040			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1616	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R40_Ssup_J27_1616	_040			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1716	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E41_Dold_J27_1716	_041			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1716	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L41_Dold_J27_1716	_041			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1716	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R41_Dold_J27_1716	_041			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1214	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E42_Ssup_J27_1214	_042			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1214	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L42_Ssup_J27_1214	_042			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1214	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R42_Ssup_J27_1214	_042			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0717	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E43_Ccam_J27_0717	_043			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0717	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L43_Ccam_J27_0717	_043			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0717	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R43_Ccam_J27_0717	_043			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_0817	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E44_Cgla_J27_0817	_044			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_0817	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L44_Cgla_J27_0817	_044			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_0817	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R44_Cgla_J27_0817	_044			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0808	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E45_Ccam_J27_0808	_045			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0808	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L45_Ccam_J27_0808	_045			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_0808	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R45_Ccam_J27_0808	_045			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_0908	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E46_Dold_J27_0908	_046			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_0908	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L46_Dold_J27_0908	_046			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_0908	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R46_Dold_J27_0908	_046			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1317	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E47_Ssup_J27_1317	_047			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1317	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L47_Ssup_J27_1317	_047			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1317	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R47_Ssup_J27_1317	_047			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1318	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E48_Dold_J27_1318	_048			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_J27_1318	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L48_Ccam_J27_1318	_048			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1318	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R48_Dold_J27_1318	_048			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1417	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E49_Cgla_J27_1417	_049			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1407	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L49_Cgla_J27_1407	_049			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1417	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R49_Cgla_J27_1417	_049			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1408	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E50_Dold_J27_1408	_050			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1408	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L50_Dold_J27_1408	_050			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1408	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R50_Dold_J27_1408	_050			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1807	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E51_Ssup_J27_1807	_051			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1807	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L51_Ssup_J27_1807	_051			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_1807	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R51_Ssup_J27_1807	_051			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1808	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E52_Cgla_J27_1808	_052			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate			02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1808	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L52_Cgla_J27_1808	_052			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_J27_1808	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R52_Cgla_J27_1808	_052			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_0911	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L53_Ssup_J27_0911	_053			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_J27_0911	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R53_Ssup_J27_0911	_053			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1011	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L54_Dold_J27_1011	_054			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_J27_1011	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R54_Dold_J27_1011	_054			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	02.04.19			J27			4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_1004	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E55_Ccam_T21_1004	_055			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_1004	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L55_Ccam_T21_1004	_055			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_1004	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R55_Ccam_T21_1004	_055			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0710	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E56_Ssup_T21_0710	_056			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_0710	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L56_Cgla_T21_0710	_056			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
